"t" "age" "educ" "black" "hisp" "married" "nodegree" "moa" "re74" "re75" "re78" "reo74" "reo75"
"33" 1 25 11 1 0 1 1 14 0 0 1574.42004394531 1 1
"34" 1 20 12 1 0 0 0 14 0 0 0 1 1
"35" 1 25 12 1 0 0 0 14 0 0 3191.75 1 1
"36" 1 42 14 1 0 0 0 12 0 0 20505.900390625 1 1
"37" 1 25 5 1 0 0 1 15 0 0 6181.8798828125 1 1
"38" 1 23 12 1 0 1 0 13 0 0 5911.5498046875 1 1
"39" 1 46 8 1 0 1 1 15 0 0 3094.15991210938 1 1
"40" 1 24 10 1 0 0 1 15 0 0 0 1 1
"41" 1 21 12 1 0 0 0 15 0 0 1254.57995605469 1 1
"42" 1 19 9 0 0 0 1 14 0 0 13188.7998046875 1 1
"43" 1 17 8 1 0 0 1 15 0 0 8061.490234375 1 1
"44" 1 18 8 0 1 1 1 15 0 0 2787.9599609375 1 1
"45" 1 20 11 1 0 0 1 23 0 0 3972.5400390625 1 1
"46" 1 25 11 1 0 1 1 15 0 0 0 1 1
"47" 1 17 8 1 0 0 1 13 0 0 0 1 1
"48" 1 17 9 1 0 0 1 13 0 0 0 1 1
"49" 1 25 5 1 0 0 1 24 0 0 12187.400390625 1 1
"50" 1 23 12 1 0 0 0 15 0 0 4843.18017578125 1 1
"51" 1 28 8 1 0 0 1 14 0 0 0 1 1
"52" 1 31 11 1 0 1 1 24 0 0 8087.490234375 1 1
"53" 1 18 11 1 0 0 1 24 0 0 0 1 1
"54" 1 25 12 1 0 0 0 13 0 0 2348.96997070312 1 1
"55" 1 30 11 1 0 1 1 15 0 0 590.781982421875 1 1
"56" 1 17 10 1 0 0 1 13 0 0 0 1 1
"57" 1 37 9 1 0 0 1 24 0 0 1067.51000976562 1 1
"58" 1 41 4 1 0 1 1 14 0 0 7284.990234375 1 1
"59" 1 42 14 1 0 1 0 23 0 0 13167.5 1 1
"60" 1 22 11 0 0 0 1 13 0 0 1048.43005371094 1 1
"61" 1 17 8 1 0 0 1 13 0 0 0 1 1
"62" 1 29 8 1 0 0 1 13 0 0 1923.93994140625 1 1
"63" 1 35 10 1 0 0 1 14 0 0 4666.240234375 1 1
"64" 1 27 11 1 0 0 1 13 0 0 549.297973632812 1 1
"65" 1 29 4 1 0 0 1 13 0 0 762.914978027344 1 1
"66" 1 28 9 1 0 0 1 22 0 0 10694.2998046875 1 1
"67" 1 27 11 1 0 0 1 13 0 0 0 1 1
"68" 1 23 7 0 0 0 1 15 0 0 0 1 1
"69" 1 45 5 1 0 1 1 15 0 0 8546.7197265625 1 1
"70" 1 29 13 1 0 0 0 13 0 0 7479.66015625 1 1
"71" 1 27 9 1 0 0 1 14 0 0 0 1 1
"72" 1 46 13 1 0 0 0 15 0 0 647.205017089844 1 1
"73" 1 18 6 1 0 0 1 13 0 0 0 1 1
"74" 1 25 12 1 0 0 0 22 0 0 11965.7998046875 1 1
"75" 1 28 15 1 0 0 0 13 0 0 9598.5400390625 1 1
"76" 1 25 11 0 0 0 1 23 0 0 18783.400390625 1 1
"77" 1 22 12 1 0 0 0 24 0 0 18678.099609375 1 1
"78" 1 21 9 1 0 0 1 15 0 0 0 1 1
"79" 1 40 11 1 0 0 1 22 0 0 23005.599609375 1 1
"80" 1 22 11 1 0 0 1 14 0 0 6456.7001953125 1 1
"81" 1 25 12 1 0 0 0 14 0 0 0 1 1
"82" 1 18 12 1 0 0 0 14 0 0 2321.11010742188 1 1
"83" 1 38 12 0 0 0 0 22 0 0 4941.85009765625 1 1
"84" 1 27 13 1 0 0 0 15 0 0 0 1 1
"85" 1 27 8 1 0 0 1 21 0 0 0 1 1
"86" 1 38 11 1 0 0 1 21 0 0 0 1 1
"87" 1 23 8 0 1 0 1 21 0 0 3881.28002929688 1 1
"88" 1 26 11 1 0 0 1 22 0 0 17231 1 1
"89" 1 21 12 0 0 0 0 14 0 0 8048.60009765625 1 1
"90" 1 25 8 1 0 0 1 15 0 0 0 1 1
"91" 1 31 11 1 0 1 1 24 0 0 14509.900390625 1 1
"92" 1 17 10 1 0 0 1 13 0 0 0 1 1
"93" 1 25 11 1 0 0 1 22 0 0 0 1 1
"94" 1 21 12 1 0 0 0 15 0 0 9983.7802734375 1 1
"95" 1 44 11 1 0 0 1 15 0 0 0 1 1
"96" 1 25 12 0 0 0 0 23 0 0 5587.5 1 1
"97" 1 18 9 1 0 0 1 21 0 0 4482.85009765625 1 1
"98" 1 42 12 1 0 0 0 22 0 0 2456.14990234375 1 1
"99" 1 25 10 1 0 0 1 22 0 0 0 1 1
"100" 1 31 9 0 1 0 1 23 0 0 26817.599609375 1 1
"101" 1 24 10 1 0 0 1 21 0 0 0 1 1
"102" 1 26 10 1 0 0 1 24 0 0 9265.7900390625 1 1
"103" 1 25 11 1 0 0 1 24 0 0 485.230010986328 1 1
"104" 1 18 11 1 0 0 1 21 0 0 4814.6298828125 1 1
"105" 1 19 11 1 0 0 1 22 0 0 7458.10986328125 1 1
"106" 1 43 9 1 0 0 1 21 0 0 0 1 1
"107" 1 27 13 1 0 0 0 21 0 0 34099.30078125 1 1
"108" 1 17 9 1 0 0 1 24 0 0 1953.27001953125 1 1
"109" 1 30 11 1 0 0 1 24 0 0 0 1 1
"110" 1 26 10 1 0 1 1 24 2028 0 0 0 1
"111" 1 20 9 1 0 0 1 24 6083.990234375 0 8881.669921875 0 1
"112" 1 17 9 0 1 0 1 22 445.170013427734 74.3434982299805 6210.669921875 0 0
"113" 1 20 12 1 0 0 0 22 989.268005371094 165.207992553711 0 0 0
"114" 1 18 11 1 0 0 1 21 858.254028320312 214.563995361328 929.883972167969 0 0
"115" 1 27 12 1 0 1 0 23 3670.8701171875 334.049011230469 0 0 0
"116" 1 21 12 0 0 0 0 23 3670.8701171875 334.049011230469 12558 0 0
"117" 1 27 12 1 0 0 0 22 2143.40991210938 357.950012207031 22163.30078125 0 0
"118" 1 20 12 1 0 0 0 22 0 377.569000244141 1652.64001464844 1 0
"119" 1 19 10 1 0 0 1 22 0 385.273986816406 8124.72021484375 1 0
"120" 1 23 12 1 0 0 0 23 5506.31005859375 501.074005126953 671.331970214844 0 0
"121" 1 29 14 1 0 0 0 24 0 679.672973632812 17815 1 0
"122" 1 18 10 1 0 0 1 21 0 798.908020019531 9737.150390625 1 0
"123" 1 19 9 1 0 0 1 24 0 798.908020019531 17685.19921875 1 0
"124" 1 27 13 0 0 1 0 23 9381.5703125 853.723022460938 0 0 0
"125" 1 18 11 0 0 0 1 21 3678.22998046875 919.557983398438 4321.7099609375 0 0
"126" 1 27 9 1 0 1 1 23 0 934.445007324219 1773.42004394531 1 0
"127" 1 22 12 1 0 0 0 22 5605.85009765625 936.177001953125 0 0 0
"128" 1 23 10 1 0 1 1 21 0 936.439025878906 11233.2998046875 1 0
"129" 1 23 12 0 1 0 0 23 9385.740234375 1117.43994140625 559.442993164062 0 0
"130" 1 20 11 1 0 0 1 23 3637.5 1220.83996582031 1085.43994140625 0 0
"131" 1 17 9 1 0 0 1 21 1716.51000976562 1253.43994140625 5445.2001953125 0 0
"132" 1 28 11 1 0 0 1 23 0 1284.07995605469 60307.8984375 1 0
"133" 1 26 11 1 0 1 1 21 0 1392.84997558594 1460.35998535156 1 0
"134" 1 20 11 1 0 0 1 23 16318.599609375 1484.98999023438 6943.33984375 0 0
"135" 1 24 11 1 0 1 1 22 824.388977050781 1666.10998535156 4032.7099609375 0 0
"136" 1 31 9 1 0 0 1 22 0 1698.60998535156 10363.2998046875 1 0
"137" 1 23 8 0 0 1 1 23 0 1713.15002441406 4232.31005859375 1 0
"138" 1 18 10 1 0 0 1 22 2143.40991210938 1784.27001953125 11141.400390625 0 0
"139" 1 29 12 1 0 0 0 22 10881.900390625 1817.28002929688 0 0 0
"140" 1 26 11 0 0 0 1 23 0 2226.27001953125 13385.900390625 1 0
"141" 1 24 9 1 0 0 1 21 9154.7001953125 2288.67993164062 4849.56005859375 0 0
"142" 1 25 12 1 0 0 0 22 14426.7998046875 2409.27001953125 0 0 0
"143" 1 24 10 1 0 0 1 21 4250.39990234375 2421.94995117188 1660.51000976562 0 0
"144" 1 46 8 1 0 0 1 22 3165.65991210938 2594.71997070312 0 0 0
"145" 1 31 12 0 0 0 0 23 0 2611.21997070312 2484.55004882812 1 0
"146" 1 19 11 1 0 0 1 21 2305.03002929688 2615.28002929688 4146.60009765625 0 0
"147" 1 19 8 1 0 0 1 21 0 2657.06005859375 9970.6796875 1 0
"148" 1 27 11 1 0 0 1 21 2206.93994140625 2666.27001953125 0 0 0
"149" 1 26 11 1 0 1 1 23 0 2754.64990234375 26372.30078125 1 0
"150" 1 20 10 1 0 0 1 23 5005.72998046875 2777.36010742188 5615.18994140625 0 0
"151" 1 28 10 1 0 0 1 23 0 2836.51000976562 3196.57006835938 1 0
"152" 1 24 12 1 0 0 0 23 13765.7998046875 2842.76000976562 6167.68017578125 0 0
"153" 1 19 8 1 0 0 1 23 2636.35009765625 2937.26000976562 7535.93994140625 0 0
"154" 1 23 12 1 0 0 0 21 6269.33984375 3039.9599609375 8484.240234375 0 0
"155" 1 42 9 1 0 1 1 15 0 3058.53002929688 1294.41003417969 1 0
"156" 1 25 13 1 0 0 0 21 12362.900390625 3090.72998046875 0 0 0
"157" 1 18 9 1 0 0 1 22 0 3287.3798828125 5010.33984375 1 0
"158" 1 21 12 1 0 0 0 21 6473.68017578125 3332.40991210938 9371.0400390625 0 0
"159" 1 27 10 1 0 0 1 23 1001.15002441406 3550.080078125 0 0 0
"160" 1 21 8 1 0 0 1 22 989.268005371094 3695.89990234375 4279.60986328125 0 0
"161" 1 22 9 1 0 0 1 22 2192.8798828125 3836.98999023438 3462.56005859375 0 0
"162" 1 31 4 1 0 0 1 24 8517.58984375 4023.2099609375 7382.5498046875 0 0
"163" 1 24 10 1 0 1 1 24 11703.2001953125 4078.14990234375 0 0 0
"164" 1 29 10 1 0 0 1 24 0 4398.9501953125 0 1 0
"165" 1 29 12 1 0 0 0 22 9748.3896484375 4878.93994140625 10976.5 0 0
"166" 1 19 10 0 0 0 1 21 0 5324.10986328125 13829.599609375 1 0
"167" 1 19 11 0 1 1 1 22 5424.490234375 5463.7998046875 6788.4599609375 0 0
"168" 1 31 9 1 0 0 1 22 10717 5517.83984375 9558.5 0 0
"169" 1 22 10 1 0 1 1 23 1468.34997558594 5588.66015625 13228.2998046875 0 0
"170" 1 21 9 1 0 0 1 21 6416.47021484375 5749.330078125 743.6669921875 0 0
"171" 1 17 10 1 0 0 1 21 1291.46997070312 5793.85009765625 5522.7900390625 0 0
"172" 1 26 12 1 0 1 0 22 8408.759765625 5794.830078125 1424.93994140625 0 0
"173" 1 20 9 0 1 0 1 21 12260.7998046875 5875.0498046875 1358.64001464844 0 0
"174" 1 19 10 1 0 0 1 22 4121.9501953125 6056.75 0 0 0
"175" 1 26 10 1 0 0 1 23 25929.69921875 6788.9599609375 672.877014160156 0 0
"176" 1 28 11 1 0 0 1 21 1929.03002929688 6871.85986328125 0 0 0
"177" 1 22 12 0 1 1 0 23 492.230987548828 7055.7001953125 10092.7998046875 0 0
"178" 1 33 11 1 0 0 1 22 0 7867.919921875 6281.43017578125 1 0
"179" 1 22 12 0 0 0 0 22 6759.990234375 8455.5 12590.7001953125 0 0
"180" 1 29 10 0 1 0 1 21 0 8853.669921875 5112.009765625 1 0
"181" 1 33 12 1 0 1 0 24 20280 10941.400390625 15952.599609375 0 0
"182" 1 25 14 1 0 1 0 23 35040.1015625 11536.599609375 36647 0 0
"183" 1 35 9 1 0 1 1 22 13602.400390625 13830.599609375 12804 0 0
"184" 1 35 8 1 0 1 1 21 13732.099609375 17976.19921875 3786.6298828125 0 0
"185" 1 33 11 1 0 1 1 24 14660.7001953125 25142.19921875 4181.93994140625 0 0
"186" 0 23 10 1 0 0 1 21 0 0 0 1 1
"187" 0 26 12 0 0 0 0 14 0 0 12383.7001953125 1 1
"188" 0 22 9 1 0 0 1 5 0 0 0 1 1
"189" 0 18 9 1 0 0 1 15 0 0 10740.099609375 1 1
"190" 0 45 11 1 0 0 1 14 0 0 11796.5 1 1
"191" 0 18 9 1 0 0 1 15 0 0 9227.0498046875 1 1
"192" 0 24 8 0 0 0 1 15 0 0 10569.2998046875 1 1
"193" 0 34 11 1 0 1 1 14 0 0 6040.33984375 1 1
"194" 0 24 4 0 1 0 1 21 0 0 3880.830078125 1 1
"195" 0 36 10 1 0 0 1 23 0 0 0 1 1
"196" 0 21 14 1 0 0 0 15 0 0 5775.06005859375 1 1
"197" 0 28 9 1 0 0 1 14 0 0 0 1 1
"198" 0 27 7 1 0 1 1 13 0 0 0 1 1
"199" 0 19 11 0 0 0 1 22 0 0 0 1 1
"200" 0 20 8 1 0 0 1 15 0 0 0 1 1
"201" 0 34 12 1 0 0 0 21 0 0 2113.71997070312 1 1
"202" 0 24 10 1 0 0 1 13 0 0 7618.64013671875 1 1
"203" 0 22 8 0 1 0 1 5 0 0 9920.9501953125 1 1
"204" 0 25 11 1 0 0 1 13 0 0 4196.3798828125 1 1
"205" 0 39 9 1 0 0 1 21 0 0 0 1 1
"206" 0 19 9 1 0 1 1 12 0 0 16658.30078125 1 1
"207" 0 44 9 1 0 0 1 21 0 0 9722 1 1
"208" 0 27 8 1 0 0 1 15 0 0 3783.65991210938 1 1
"209" 0 25 8 1 0 0 1 6 0 0 3515.92993164062 1 1
"210" 0 31 10 1 0 0 1 14 0 0 17014.599609375 1 1
"211" 0 34 10 1 0 1 1 15 0 0 0 1 1
"212" 0 21 7 0 1 0 1 15 0 0 0 1 1
"213" 0 33 12 1 0 0 0 22 0 0 5970.259765625 1 1
"214" 0 18 10 0 1 0 1 6 0 0 1859.17004394531 1 1
"215" 0 26 12 1 0 1 0 23 0 0 6191.93994140625 1 1
"216" 0 31 12 1 0 0 0 15 0 0 7284.39013671875 1 1
"217" 0 35 10 1 0 0 1 13 0 0 445.830993652344 1 1
"218" 0 20 12 1 0 0 0 15 0 0 0 1 1
"219" 0 25 11 1 0 0 1 22 0 0 0 1 1
"220" 0 25 10 1 0 0 1 22 0 0 7367.0400390625 1 1
"221" 0 35 11 1 0 0 1 23 0 0 0 1 1
"222" 0 20 10 1 0 0 1 23 0 0 2015.5 1 1
"223" 0 25 9 0 1 0 1 22 0 0 15791.099609375 1 1
"224" 0 27 10 1 0 0 1 21 0 0 1135.46997070312 1 1
"225" 0 20 11 0 1 0 1 6 0 0 6378.72021484375 1 1
"226" 0 26 11 1 0 0 1 15 0 0 7176.18994140625 1 1
"227" 0 38 8 1 0 0 1 15 0 0 0 1 1
"228" 0 34 10 1 0 0 1 23 0 0 7952.5400390625 1 1
"229" 0 19 12 1 0 0 0 14 0 0 0 1 1
"230" 0 32 8 1 0 0 1 15 0 0 7152.1298828125 1 1
"231" 0 20 9 0 1 0 1 22 0 0 8329.8203125 1 1
"232" 0 23 10 1 0 0 1 23 0 0 0 1 1
"233" 0 38 10 1 0 0 1 15 0 0 12429.900390625 1 1
"234" 0 24 11 1 0 0 1 23 0 0 0 1 1
"235" 0 23 11 1 0 0 1 22 0 0 5088.759765625 1 1
"236" 0 20 7 0 1 0 1 21 0 0 4374.0400390625 1 1
"237" 0 21 11 1 0 0 1 6 0 0 1553.2900390625 1 1
"238" 0 25 10 1 0 0 1 14 0 0 0 1 1
"239" 0 22 11 1 0 1 1 21 0 0 1698.30004882812 1 1
"240" 0 23 11 1 0 0 1 22 0 0 0 1 1
"241" 0 24 12 0 0 0 0 22 0 0 11294.599609375 1 1
"242" 0 29 11 1 0 0 1 15 0 0 0 1 1
"243" 0 24 11 1 0 0 1 14 0 0 14626.400390625 1 1
"244" 0 22 9 1 0 0 1 21 0 0 12898.400390625 1 1
"245" 0 28 11 1 0 0 1 14 0 0 5767.1298828125 1 1
"246" 0 18 10 0 1 0 1 12 0 0 6527.919921875 1 1
"247" 0 26 10 1 0 0 1 6 0 0 3931.23999023438 1 1
"248" 0 25 10 1 0 0 1 14 0 0 20942.19921875 1 1
"249" 0 24 10 1 0 0 1 15 0 0 0 1 1
"250" 0 26 5 1 0 0 1 15 0 0 0 1 1
"251" 0 36 10 1 0 0 1 6 0 0 14690.400390625 1 1
"252" 0 22 11 1 0 0 1 5 0 0 0 1 1
"253" 0 25 12 1 0 0 0 13 0 0 3418.10009765625 1 1
"254" 0 27 11 1 0 0 1 13 0 0 11197.2998046875 1 1
"255" 0 29 8 1 0 0 1 23 0 0 0 1 1
"256" 0 24 12 1 0 0 0 23 0 0 0 1 1
"257" 0 22 10 1 0 0 1 21 0 0 0 1 1
"258" 0 24 7 1 0 0 1 15 0 0 1455.68994140625 1 1
"259" 0 29 12 1 0 0 0 6 0 0 1890.93994140625 1 1
"260" 0 25 11 0 1 1 1 15 0 0 4485.6201171875 1 1
"261" 0 30 12 1 0 0 0 22 0 0 13613.400390625 1 1
"262" 0 22 8 1 0 0 1 22 0 0 1390.51000976562 1 1
"263" 0 55 3 1 0 0 1 6 0 0 5843.7998046875 1 1
"264" 0 20 10 1 0 0 1 13 0 0 8598.51953125 1 1
"265" 0 34 11 1 0 0 1 22 0 0 2920.19995117188 1 1
"266" 0 22 12 1 0 0 0 13 0 0 0 1 1
"267" 0 32 12 0 1 1 0 23 0 0 6735.31982421875 1 1
"268" 0 31 10 1 0 0 1 12 0 0 0 1 1
"269" 0 18 9 1 0 0 1 13 0 0 0 1 1
"270" 0 50 10 0 1 0 1 21 0 0 0 1 1
"271" 0 25 11 1 0 1 1 5 0 0 44.755500793457 1 1
"272" 0 23 10 1 0 1 1 15 0 0 0 1 1
"273" 0 38 10 1 0 0 1 22 0 0 0 1 1
"274" 0 25 10 1 0 1 1 24 0 0 3701.81005859375 1 1
"275" 0 42 10 1 0 0 1 22 0 0 6930.33984375 1 1
"276" 0 39 12 1 0 1 0 15 0 0 3795.80004882812 1 1
"277" 0 34 13 1 0 1 0 14 0 0 5193.25 1 1
"278" 0 24 7 1 0 0 1 13 0 0 2193.53002929688 1 1
"279" 0 32 11 1 0 0 1 14 0 0 11120.5 1 1
"280" 0 27 13 1 0 0 0 15 0 0 7609.52001953125 1 1
"281" 0 26 10 1 0 0 1 15 0 0 2169.03002929688 1 1
"282" 0 44 11 1 0 0 1 14 0 0 0 1 1
"283" 0 25 11 1 0 0 1 15 0 0 1264.22998046875 1 1
"284" 0 25 12 1 0 0 0 15 0 0 0 1 1
"285" 0 28 12 1 0 1 0 23 0 0 0 1 1
"286" 0 32 10 1 0 0 1 14 0 0 0 1 1
"287" 0 22 10 1 0 0 1 14 0 0 0 1 1
"288" 0 19 9 1 0 0 1 14 0 0 5712.64013671875 1 1
"289" 0 31 10 1 0 1 1 15 0 0 0 1 1
"290" 0 23 11 1 0 0 1 24 0 0 0 1 1
"291" 0 33 11 1 0 0 1 24 0 0 0 1 1
"292" 0 27 10 1 0 0 1 15 0 0 1184.88000488281 1 1
"293" 0 29 11 1 0 1 1 15 0 0 10225.900390625 1 1
"294" 0 23 10 1 0 0 1 21 0 0 0 1 1
"295" 0 25 9 1 0 1 1 14 0 0 4715.3701171875 1 1
"296" 0 25 10 1 0 0 1 13 0 0 289.790008544922 1 1
"297" 0 24 10 1 0 0 1 23 0 0 0 1 1
"298" 0 28 8 0 0 0 1 21 0 0 8190.419921875 1 1
"299" 0 26 6 1 0 0 1 23 0 0 4813.0498046875 1 1
"300" 0 30 14 1 0 1 0 24 0 0 7344.68017578125 1 1
"301" 0 25 10 1 0 1 1 24 0 0 0 1 1
"302" 0 29 11 1 0 1 1 23 0 0 0 1 1
"303" 0 25 12 1 0 1 0 23 0 0 0 1 1
"304" 0 28 13 1 0 0 0 15 0 0 0 1 1
"305" 0 23 11 1 0 0 1 6 0 0 4350.91015625 1 1
"306" 0 54 11 1 0 0 1 24 0 0 7812.52001953125 1 1
"307" 0 33 5 0 1 0 1 15 0 0 0 1 1
"308" 0 20 8 1 0 0 1 21 0 0 3644.65991210938 1 1
"309" 0 45 9 1 0 0 1 22 0 0 4844.7998046875 1 1
"310" 0 39 6 1 0 0 1 22 0 0 0 1 1
"311" 0 26 12 1 0 0 0 14 0 0 0 1 1
"312" 0 23 10 1 0 0 1 13 0 0 0 1 1
"313" 0 27 12 0 0 0 0 23 0 0 14792.900390625 1 1
"314" 0 33 9 0 1 1 1 22 0 0 0 1 1
"315" 0 25 10 1 0 1 1 21 0 0 0 1 1
"316" 0 23 8 1 0 0 1 13 0 0 3746.69995117188 1 1
"317" 0 18 8 1 0 0 1 13 0 0 1568.15002441406 1 1
"318" 0 17 8 1 0 0 1 14 0 0 7010.43994140625 1 1
"319" 0 19 9 0 1 0 1 13 0 0 3811.67993164062 1 1
"320" 0 18 8 0 1 0 1 5 0 0 10798.599609375 1 1
"321" 0 18 11 1 0 0 1 21 0 0 4657.27001953125 1 1
"322" 0 17 11 1 0 0 1 5 0 0 8551.5302734375 1 1
"323" 0 19 10 1 0 0 1 14 0 0 4309.8798828125 1 1
"324" 0 19 10 1 0 0 1 14 0 0 5286.39990234375 1 1
"325" 0 18 9 1 0 0 1 15 0 0 12486.2001953125 1 1
"326" 0 18 9 1 0 0 1 13 0 0 10877.400390625 1 1
"327" 0 18 10 1 0 0 1 6 0 0 202.285003662109 1 1
"328" 0 17 10 1 0 0 1 5 0 0 2657.7099609375 1 1
"329" 0 18 7 1 0 0 1 21 0 0 4132.580078125 1 1
"330" 0 18 11 1 0 0 1 6 0 0 11303.099609375 1 1
"331" 0 19 10 0 1 0 1 6 0 0 0 1 1
"332" 0 18 9 1 0 0 1 22 0 0 0 1 1
"333" 0 17 10 1 0 0 1 12 0 0 0 1 1
"334" 0 17 10 1 0 0 1 14 0 0 2189.42993164062 1 1
"335" 0 19 11 1 0 0 1 22 0 0 0 1 1
"336" 0 17 8 0 0 0 1 13 0 0 10211 1 1
"337" 0 18 10 1 0 0 1 15 0 0 11048.099609375 1 1
"338" 0 18 9 1 0 0 1 13 0 0 0 1 1
"339" 0 17 8 1 0 0 1 13 0 0 8993.8701171875 1 1
"340" 0 19 6 0 1 0 1 21 0 0 5071.7998046875 1 1
"341" 0 19 10 0 0 0 1 13 0 0 3194.01000976562 1 1
"342" 0 17 11 0 0 0 1 15 0 0 0 1 1
"343" 0 20 9 1 0 0 1 12 0 0 5193.08984375 1 1
"344" 0 17 9 1 0 0 1 15 0 0 0 1 1
"345" 0 17 10 1 0 0 1 13 0 0 275.566009521484 1 1
"346" 0 17 9 1 0 0 1 6 0 0 3590.69995117188 1 1
"347" 0 19 11 1 0 0 1 21 0 0 0 1 1
"348" 0 19 10 1 0 1 1 15 0 0 12797.7001953125 1 1
"349" 0 20 9 1 0 0 1 6 0 0 2035.91003417969 1 1
"350" 0 18 9 1 0 0 1 6 0 0 2389.67993164062 1 1
"351" 0 18 11 1 0 0 1 15 0 0 0 1 1
"352" 0 17 10 0 1 0 1 6 0 0 8469.2802734375 1 1
"353" 0 19 11 1 0 0 1 14 0 0 0 1 1
"354" 0 17 10 1 0 0 1 15 0 0 1143.39001464844 1 1
"355" 0 17 9 0 1 0 1 13 0 0 5114.81005859375 1 1
"356" 0 18 10 1 0 0 1 13 0 0 781.223999023438 1 1
"357" 0 21 9 1 0 0 1 24 591.4990234375 0 3343.21997070312 0 1
"358" 0 18 10 1 0 0 1 24 1563.25 0 9602.4404296875 0 1
"359" 0 19 11 1 0 0 1 24 1626.61999511719 0 0 0 1
"360" 0 24 9 1 0 0 1 24 2788.5 0 16461.599609375 0 1
"361" 0 28 11 0 1 1 1 24 3472.94995117188 0 6771.6201171875 0 1
"362" 0 25 11 1 0 0 1 24 5281.25 0 0 0 1
"363" 0 21 7 1 0 0 1 24 33800 0 11011.599609375 0 1
"364" 0 39 11 1 0 0 1 22 0 83.6895980834961 0 1 0
"365" 0 36 12 1 0 0 0 22 0 142.397003173828 0 1 0
"366" 0 24 12 1 0 0 0 13 0 159.884994506836 0 1 0
"367" 0 17 11 1 0 0 1 22 989.268005371094 165.207992553711 4251.1298828125 0 0
"368" 0 18 10 1 0 0 1 21 960.427001953125 240.106994628906 2891.669921875 0 0
"369" 0 18 10 1 0 0 1 13 0 273.553009033203 5514.3701171875 1 0
"370" 0 28 10 1 0 0 1 21 1471.2900390625 367.822998046875 4858.89990234375 0 0
"371" 0 27 13 0 0 0 0 23 5214.31005859375 474.502014160156 4812.580078125 0 0
"372" 0 31 12 0 0 0 0 13 0 494.643005371094 0 1 0
"373" 0 22 9 1 0 0 1 23 0 506.407989501953 604.198974609375 1 0
"374" 0 31 10 1 0 0 1 24 0 520.445983886719 14527.900390625 1 0
"375" 0 26 10 1 0 1 1 23 6140.3701171875 558.773010253906 0 0 0
"376" 0 18 9 0 0 0 1 13 0 559.596008300781 7300.5 1 0
"377" 0 23 11 1 0 0 1 23 6382.31005859375 580.789978027344 0 0 0
"378" 0 20 12 1 0 0 0 23 0 591.815002441406 4159.919921875 1 0
"379" 0 19 10 1 0 0 1 21 0 604.153991699219 0 1 0
"380" 0 18 11 1 0 0 1 24 1064.69995117188 645.27197265625 5497.58984375 0 0
"381" 0 17 10 1 0 0 1 15 0 664.568969726562 0 1 0
"382" 0 27 12 1 0 1 0 23 0 752.390014648438 0 1 0
"383" 0 27 11 1 0 0 1 21 3065.18994140625 766.299011230469 0 0 0
"384" 0 28 12 0 0 0 0 24 0 803.343017578125 16477 1 0
"385" 0 28 11 1 0 0 1 22 2431.94995117188 863.47998046875 0 0 0
"386" 0 21 10 1 0 0 1 22 6661.06005859375 1162.35998535156 39483.5 0 0
